...1	ola - Ola Medicion	F1 - F1. ¿Es usted la persona que administra la (s) cuenta (s) que su empresa tiene con el (los) operadores de productos o servicios móviles?	"P1 - I. MODULO INDICADORES GENERALES 
    
       1. En su empresa, ¿con qué compañías tiene contratado los servicios de telefonía celular como teléfonos o banda ancha móvil? (MÚLTILPLE; LEER OPCIONES)"	EMPTY LABEL - No Information Provided...5	P2 - P2. De las empresas con las cuales tiene contratados los servicios Móviles, nos podría decir ¿Cuál es la principal? (RESPUESTA ÚNICA)	"P3 - AHORA HABLAREMOS DE SU RELACIÓN CON ENTEL 
     
           3. Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 = Muy insatisfecho y 7= Muy satisfecho, ¿Cuán satisfecho está Ud. con ENTEL?"	p4_COD - 4. ¿Por qué evalúa con esa nota? (sondear y profundizar) LITERAL	"P5__1 - a)	Entel es una empresa con buena imagen en general  :"	"P6 - 6.	¿Y con qué nota de 1 a 7 donde 1 es muy insatisfecho y 7 es muy satisfecho, Cómo evalúa a Entel en cuanto a la Calidad y Cobertura de las llamadas?"	"P7 - 7.	Y siguiendo la misma escala de 1 a 7 ¿Cómo evalúa a Entel en cuanto al servicio de Internet a través del celular?"	P8__1 - a) Precio del Plan en relación al mercado (Competitividad) :	P8__2 - b) Competitividad de planes en cuanto a minutos :	P8__3 - c) Competitividad de planes en cuanto a Internet Móvil o internet en su celular :	P8__4 - d) El precio de los equipos en relación al mercado. :	"P9 - 9.	Y en lo que respecta a Servicio a Clientes, ¿cuán satisfecho está con ENTEL? Escala 1 a 7"	P10__1 - Contratación de nuevas líneas :	"P10__2 - 'Consultas de la factura; como fechas de pago, montos, detalles de cobros.' :"	P10__3 - Consultas sobre el detalle de tráfico de minutos o datos de sus equipos móviles :	P10__4 - Solicitar cambio de plan :	P10__5 - Servicio Técnico por falla de equipo celular o Banda Ancha Móvil :	P10__6 - Solicitar cambio de equipo por pérdida o renovación (NO por Servicio Técnico) :	P11__1 - Contratación de nuevas líneas :	"P11__2 - 'Consultas de la factura; como fechas de pago, montos, detalles de cobros.' :"	P11__3 - Consultas sobre el detalle de tráfico de minutos o datos de sus equipos móviles :	P11__4 - Solicitar cambio de plan :	P11__5 - Servicio Técnico por falla de equipo celular o Banda Ancha Móvil :	P11__6 - Solicitar cambio de equipo por pérdida o renovación (NO por Servicio Técnico) :	P12__1 - Contratación de nuevas líneas :	"P12__2 - 'Consultas de la factura; como fechas de pago, montos, detalles de cobros.' :"	P12__3 - Consultas sobre el detalle de tráfico de minutos o datos de sus equipos móviles :	P12__4 - Solicitar cambio de plan :	P12__5 - Servicio Técnico por falla de equipo celular o Banda Ancha Móvil :	P12__6 - Solicitar cambio de equipo por pérdida o renovación (NO por Servicio Técnico) :	P13__1 - Ejecutivo asignado :	P13__2 - Equipo de ejecutivos llamado Círculo de Atención Preferente - CAP :	P13__3 - Call Center Empresa :	P13__4 - Página Web Empresa (Todos) :	P13__5 - Tiendas/ Sucursales (Todos) :	P13__6 - App administradores empresas (Todos) :	P14__1 - Ejecutivo asignado :	P14__2 - Equipo de ejecutivos llamado Círculo de Atención Preferente - CAP :	P14__3 - Call Center Empresa :	P14__4 - Página Web Empresa (Todos) :	P14__5 - Tiendas/ Sucursales (Todos) :	P14__6 - App administradores empresas (Todos) :	"P15__1 - a)	El Proceso de Facturación en general :"	"P15__2 - b)	La Exactitud de los cobros :"	"P15__3 - c)	La Claridad de la factura :"	"P15__4 - d)	La Facilidad para realizar el pago :"	"P16 - IV.	MODULO INCIDENCIAS 
             16. En los últimos 3 meses, ¿ha tenido algún problema con el servicio entregado por Entel a su empresa?"	P17_COD - 17. ¿Qué problemas ha tenido? Sondear	"P18 - LEALTAD 
         18. Utilizando una escala de 1 a 7, donde 1 significa nada dispuesto y 7 significa muy dispuesto, ¿Qué tan dispuesto estaría usted a continuar con Entel?"	P19 - 19. Pensando en este periodo de crisis Covid-19 ¿Cuan satisfecho está con ENTEL como proveedor de servicios de telecomunicaciones? Escala de 1 a 7, 99= No sabe/no responde	P20 - 20. ¿Aceptaría que Entel conozca sus respuestas y lo contactara para entender en profundidad sus requerimientos/necesidades?	SEG_CORFO	"P23 - 23.	¿Cuál es el rubro de su empresa?"	"P25 - 25.	¿Ciudad o Comuna de Ubicación de su Empresa?"	"P28 - 28.	Sexo  (No preguntar):"	"P29 - 29.	REGION (no preguntar):"	EMPTY LABEL - No Information Provided...61	EMPTY LABEL - No Information Provided...62	EMPTY LABEL - No Information Provided...63	EMPTY LABEL - No Information Provided...64	EMPTY LABEL - No Information Provided...65
Ad2rrqwKO4zU	MEDICION SEPTIEMBRE 2020	Sí	Entel,Movistar	NA	Entel	6	Mal servicio internet / señal	6	7. Muy Satisfecho	6	7. Muy Satisfecho	7. Muy Satisfecho	5	5	6	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	Sí	No	Sí	NA	NA	NA	7. Muy Satisfecho	NA	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	NO	NA	6	7. Muy Satisfecho	Sí	MICRO	telecomunicaciones	providencia	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Fijo	Stock Movil
BfhDgkuVe1vz	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	6	Buena cobertura	6	6	5	6	6	6	6	6	No	No	No	No	No	Si	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	3.Página Web Entel Empresas	NA	NA	No	No	No	No	NA	NA	NA	NA	NA	NA	6	6	6	7. Muy Satisfecho	NO	NA	7. Muy Satisfecho	6	Sí	MICRO	TRANSPORTE DE CARGA.	PROVIDENCIA.	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
wmHDZp2wmYPc	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	5	Mal servicio / calidad servicio	7. En absoluto acuerdo	7. Muy Satisfecho	6	4	5	4	6	5	No	Si	No	No	No	No	NA	5	NA	NA	NA	NA	NA	1.Ejecutivo asignado para su empresa,2.Call center,3.Página Web Entel Empresas,5.App Administradores Empresa	NA	NA	NA	NA	Sí	NA	Sí	No	No	No	7. Muy Satisfecho	NA	4	NA	NA	NA	5	5	7. Muy Satisfecho	7. Muy Satisfecho	NO	NA	7. Muy Satisfecho	6	Sí	PEQUEÑA	SERVICIOS DE INGENIERIA hardware	LA CONDES	Hombre	SANTIAGO	AV	GGEE	GRANDES CUENTAS	Móvil	Stock Movil
p6nLe9v6ekTR	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	7. Muy Satisfecho	Buena señal,Buenos planes	7. En absoluto acuerdo	7. Muy Satisfecho	7. Muy Satisfecho	5	5	5	3	7. Muy Satisfecho	No	Si	Si	No	No	Si	NA	7. Muy Satisfecho	7. Muy Satisfecho	NA	NA	7. Muy Satisfecho	NA	3.Página Web Entel Empresas	3.Página Web Entel Empresas	NA	NA	2.Call center	Sí	Sí	No	Sí	No	No	7. Muy Satisfecho	7. Muy Satisfecho	NA	7. Muy Satisfecho	NA	NA	6	6	6	7. Muy Satisfecho	NO	NA	7. Muy Satisfecho	7. Muy Satisfecho	Sí	PEQUEÑA	CONSTRUCION Y ARRIENDO DE MAQUINARIA PESADA	VIÑA DEL MAR	Mujer	REGIONES	MP	Mediana	MEDIANAS	Móvil	Stock Movil
utPTwf57V833	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	6	Buen servicio / calidad servicio	7. En absoluto acuerdo	6	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	No	Si	Si	No	Si	Si	NA	7. Muy Satisfecho	7. Muy Satisfecho	NA	7. Muy Satisfecho	7. Muy Satisfecho	NA	5.App Administradores Empresa	5.App Administradores Empresa	NA	2.Call center	2.Call center	NA	NA	Sí	Sí	Sí	Sí	NA	NA	6	6	7. Muy Satisfecho	6	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	NO	NA	7. Muy Satisfecho	6	Sí	PEQUEÑA	COMERCIALIZADORA Y PRODUCTOS ALIMENTICIOS	CHIGUALLANTE	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
OYmM9zzN40G1	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	5	Caro,Mala atención,No solucionan problemas	5	5	4	1. Muy Insatisfecho	1. Muy Insatisfecho	1. Muy Insatisfecho	1. Muy Insatisfecho	3	No	No	No	Si	No	No	NA	NA	NA	4	NA	NA	NA	NA	NA	4.En tiendas/ sucursales	NA	NA	No	No	No	Sí	No	No	NA	NA	NA	5	NA	NA	7. Muy Satisfecho	4	4	7. Muy Satisfecho	SI	Mala señal	4	4	Sí	GGEE	IMPORTADORA.	SANTIAGO CENTRO.	Mujer	SANTIAGO	MP	Mediana	MEDIANAS	Convergente	Stock Movil
AeOtVYmPwxHd	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	6	Mal servicio internet / señal	6	6	5	6	7. Muy Satisfecho	5	Ns/Nr	6	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	No	NA	NA	NA	NA	NA	NA	6	6	6	6	NO	NA	6	6	Sí	PEQUEÑA	HOTELERIA Y AGRICOLA.	TEMUCO.	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
SRZl1GY2SfUF	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	6	Rapida atencion ejecutivo	7. En absoluto acuerdo	6	6	7. Muy Satisfecho	6	6	6	7. Muy Satisfecho	Si	Si	Si	Si	No	No	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	NA	NA	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	NA	NA	Sí	NA	No	Sí	No	No	7. Muy Satisfecho	NA	NA	7. Muy Satisfecho	NA	NA	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	NO	NA	7. Muy Satisfecho	7. Muy Satisfecho	Sí	PEQUEÑA	INFORMATICA	SANTIAGO	Hombre	SANTIAGO	AV	GGEE	GRANDES CUENTAS	Fijo	Stock Movil
ukkbFNjQ9DM3	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	6	Buen servicio / calidad servicio,No ha tenido problemas	6	6	6	5	6	5	5	6	No	No	No	Si	Si	No	NA	NA	NA	6	6	NA	NA	NA	NA	1.Ejecutivo asignado para su empresa	4.En tiendas/ sucursales	NA	Sí	NA	No	Sí	No	No	6	NA	NA	6	NA	NA	6	6	6	6	NO	NA	6	6	Sí	MEDIANA	METALIZA INDUSTRIAL	SAN JOAQUIN SANTIAGO	Hombre	SANTIAGO	AP	GGEE	GRANDES CLIENTES	Móvil	Stock Movil
2yeIWUADSZ43	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	4	Mal servicio / calidad servicio	6	6	7. Muy Satisfecho	5	5	5	6	3	No	No	No	No	No	Si	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	2.Call center	NA	NA	Sí	Sí	No	Sí	NA	NA	3	6	NA	6	7. Muy Satisfecho	7. Muy Satisfecho	6	7. Muy Satisfecho	SI	Demora entrega de equipos	5	5	Sí	MICRO	ASESORIAS EMPRESARIAL	LOS ANGELES	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
EraVU7TkwUW9	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	6	Mal servicio internet / señal	7. En absoluto acuerdo	6	6	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	5	7. Muy Satisfecho	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	No	NA	NA	NA	NA	NA	NA	7. Muy Satisfecho	7. Muy Satisfecho	5	7. Muy Satisfecho	NO	NA	7. Muy Satisfecho	7. Muy Satisfecho	Sí	PEQUEÑA	VENTAS DE INSUMOS INDUSTRIALES	CQUIMBO	Mujer	REGIONES	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
XbAx4XEpBsbH	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	1. Muy Insatisfecho	Cobros poco claros	5	5	5	6	6	6	4	1. Muy Insatisfecho	No	Si	Si	No	No	No	NA	1. Muy Insatisfecho	1. Muy Insatisfecho	NA	NA	NA	NA	2.Call center,5.App Administradores Empresa	2.Call center,5.App Administradores Empresa	NA	NA	NA	NA	NA	Sí	Sí	No	Sí	NA	NA	1. Muy Insatisfecho	1. Muy Insatisfecho	NA	1. Muy Insatisfecho	1. Muy Insatisfecho	1. Muy Insatisfecho	1. Muy Insatisfecho	6	SI	Facturación	1. Muy Insatisfecho	1. Muy Insatisfecho	Sí	PEQUEÑA	GENERACION DE AGUA ATMOSFÉRICA.	CALAMA.	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Convergente	Stock Movil
nsU6Wyw73YFO	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	5	Caro,Mala cobertura,Mala atención	6	5	5	5	5	5	6	4	Si	No	No	Si	No	No	7. Muy Satisfecho	NA	NA	7. Muy Satisfecho	NA	NA	2.Call center,5.App Administradores Empresa	NA	NA	5.App Administradores Empresa	NA	NA	NA	NA	Sí	Sí	Sí	Sí	NA	NA	7. Muy Satisfecho	6	5	7. Muy Satisfecho	6	6	6	7. Muy Satisfecho	SI	Cobertura sin especificar,Problemas con llamadas	6	5	Sí	MEDIANA	INGENIERÍA EN INVERSIONES BIM SPA, CONSTRUCTORA	RÍO BUENO	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
b4Vea1yMYch3	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	6	Buen servicio / calidad servicio,Mal servicio internet / señal	6	6	6	5	5	5	5	6	Si	No	Si	No	No	Si	6	NA	6	NA	NA	6	2.Call center	NA	3.Página Web Entel Empresas	NA	NA	2.Call center	NA	NA	Sí	Sí	No	Sí	NA	NA	6	6	NA	5	6	6	6	7. Muy Satisfecho	NO	NA	7. Muy Satisfecho	6	Sí	MICRO	REPARACIONES ELECTRICAS DE INFRACTUCTURA	ALTO AUSPICIO, IQUIQUE	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
iSUafICgtKc4	MEDICION SEPTIEMBRE 2020	Sí	Entel,Claro	NA	Entel	7. Muy Satisfecho	Buen servicio / calidad servicio	7. En absoluto acuerdo	6	6	7. Muy Satisfecho	6	7. Muy Satisfecho	6	5	Si	Si	No	Si	No	Si	7. Muy Satisfecho	6	NA	7. Muy Satisfecho	NA	7. Muy Satisfecho	4.En tiendas/ sucursales	2.Call center	NA	3.Página Web Entel Empresas	NA	2.Call center	NA	NA	Sí	Sí	No	Sí	NA	NA	5	7. Muy Satisfecho	NA	7. Muy Satisfecho	7. Muy Satisfecho	6	6	7. Muy Satisfecho	NO	NA	7. Muy Satisfecho	7. Muy Satisfecho	Sí	MICRO	Consulturia de desarrollo de aplicaciones	Providencia, por tema de pandemia estan en la comuna de la Cisterna	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
d4oRTAmFga6G	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	5	Caro	6	7. Muy Satisfecho	5	5	5	5	4	4	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	No	NA	NA	NA	NA	NA	NA	6	6	6	7. Muy Satisfecho	NO	NA	6	6	Sí	MICRO	RESTAURANT	TALCA	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Fijo	Stock Movil
vR6GItTg9T1G	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	1. Muy Insatisfecho	Mala señal	3	1. Muy Insatisfecho	1. Muy Insatisfecho	5	3	3	1. Muy Insatisfecho	3	Si	No	Si	No	Si	No	3	NA	1. Muy Insatisfecho	NA	1. Muy Insatisfecho	NA	2.Call center,4.En tiendas/ sucursales	NA	3.Página Web Entel Empresas	NA	4.En tiendas/ sucursales	NA	NA	NA	No	Sí	Sí	No	NA	NA	NA	4	5	NA	1. Muy Insatisfecho	1. Muy Insatisfecho	1. Muy Insatisfecho	1. Muy Insatisfecho	SI	Mala señal	5	3	Sí	PEQUEÑA	SERVICIOS	LOS ANDES	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
rxOWROlOqv6s	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	7. Muy Satisfecho	No Sabe/ No responde	7. En absoluto acuerdo	5	7. Muy Satisfecho	4	4	4	7. Muy Satisfecho	3	No	Si	Si	Si	No	No	NA	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	NA	NA	NA	3.Página Web Entel Empresas	3.Página Web Entel Empresas	4.En tiendas/ sucursales	NA	NA	NA	NA	No	Sí	Sí	No	NA	NA	NA	5	6	NA	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	NO	NA	1. Muy Insatisfecho	7. Muy Satisfecho	Sí	MICRO	VENTA DE ALIMENTOS	MAIPU	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Convergente	Stock Movil
8RCP61fav3I5	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	6	Buen servicio / calidad servicio	7. En absoluto acuerdo	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	No	NA	NA	NA	NA	NA	NA	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	NO	NA	7. Muy Satisfecho	7. Muy Satisfecho	Sí	MICRO	LAVANDERIA	CONCEPCION	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Convergente	Stock Movil
GKIXqfpplc0l	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	7. Muy Satisfecho	Buena atencion,Disponibilidad del ejecutivo,Buen servicio internet	7. En absoluto acuerdo	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	6	6	6	7. Muy Satisfecho	Si	No	No	No	No	No	7. Muy Satisfecho	NA	NA	NA	NA	NA	5.App Administradores Empresa	NA	NA	NA	NA	NA	NA	NA	Sí	Sí	No	No	NA	NA	7. Muy Satisfecho	7. Muy Satisfecho	NA	NA	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	5	NO	NA	7. Muy Satisfecho	7. Muy Satisfecho	Sí	MICRO	INSUMOS MEDICOS	SANTIAGO	Mujer	SANTIAGO	MasPrem	Masivo Premium	PEQUENAS	Fijo	Stock Movil
fnGlv2i3QLj6	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	4	Mal servicio internet / señal	4	3	5	1. Muy Insatisfecho	5	5	3	2	No	Si	No	No	No	No	NA	7. Muy Satisfecho	NA	NA	NA	NA	NA	3.Página Web Entel Empresas	NA	NA	NA	NA	NA	NA	No	Sí	No	No	NA	NA	NA	7. Muy Satisfecho	NA	NA	7. Muy Satisfecho	1. Muy Insatisfecho	7. Muy Satisfecho	7. Muy Satisfecho	NO	NA	4	1. Muy Insatisfecho	Sí	MICRO	AGRICOLA	SAGRADA FAMILIA	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
wZXwMY9xYrAy	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	1. Muy Insatisfecho	Mala señal,Lentas respuestas a solución de problemas	6	1. Muy Insatisfecho	1. Muy Insatisfecho	1. Muy Insatisfecho	Ns/Nr	1. Muy Insatisfecho	3	1. Muy Insatisfecho	Si	No	Si	No	Si	No	1. Muy Insatisfecho	NA	1. Muy Insatisfecho	NA	6	NA	2.Call center	NA	2.Call center	NA	2.Call center	NA	NA	NA	Sí	No	No	No	NA	NA	5	NA	NA	NA	6	7. Muy Satisfecho	7. Muy Satisfecho	6	SI	Señal de internet, se cae, lento	1. Muy Insatisfecho	1. Muy Insatisfecho	Sí	PEQUEÑA	CONSTRUCCIÓN	CONCEPCIÓN, LA COMUNA DE YUNGAY	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
3Oj1nOywQO8M	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	5	No solucionan problemas,Problema facturación	5	7. Muy Satisfecho	6	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	5	No	Si	No	No	No	No	NA	5	NA	NA	NA	NA	NA	2.Call center	NA	NA	NA	NA	No	No	Sí	Sí	No	Sí	NA	NA	5	7. Muy Satisfecho	NA	7. Muy Satisfecho	5	1. Muy Insatisfecho	5	6	NO	NA	7. Muy Satisfecho	7. Muy Satisfecho	Sí	MEDIANA	FABRICACION DE MOBILIARIA	LA PINTANA	Hombre	SANTIAGO	MV	Mediana	MEDIANAS	Móvil	Stock Movil
VGYxojr2hMjp	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	6	Buen servicio / calidad servicio	5	5	6	3	5	4	7. Muy Satisfecho	4	Si	Si	No	No	No	No	6	6	NA	NA	NA	NA	4.En tiendas/ sucursales,5.App Administradores Empresa	3.Página Web Entel Empresas	NA	NA	NA	NA	NA	NA	No	Sí	Sí	No	NA	NA	NA	6	5	NA	6	6	5	5	NO	NA	6	6	Sí	PEQUEÑA	RECICLAJE	LAMPA	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
Ncj5y1zWrZuF	MEDICION SEPTIEMBRE 2020	Sí	Entel,Movistar	NA	Entel	7. Muy Satisfecho	Buena cobertura,Buen servicio internet	7. En absoluto acuerdo	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	1. Muy Insatisfecho	7. Muy Satisfecho	1. Muy Insatisfecho	7. Muy Satisfecho	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	Sí	Sí	NA	NA	NA	NA	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	NO	NA	7. Muy Satisfecho	7. Muy Satisfecho	Sí	MICRO	SERVICIO TECNICO Y VENTAS DE ACCESORIOS	ANTOFAGASTA	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
r1EGexaqTAEr	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	3	Problema facturación,Mala atención	4	7. Muy Satisfecho	6	Ns/Nr	Ns/Nr	Ns/Nr	Ns/Nr	3	No	Si	No	No	No	No	NA	3	NA	NA	NA	NA	NA	2.Call center,3.Página Web Entel Empresas	NA	NA	NA	NA	NA	NA	Sí	Sí	No	No	NA	NA	3	4	NA	NA	6	6	7. Muy Satisfecho	7. Muy Satisfecho	SI	Facturación	3	6	Sí	MICRO	CONSULTORA AGRICOLA	CHILLAN	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Convergente	Stock Movil
P1fYk2s0iR3Q	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	1. Muy Insatisfecho	Mala cobertura,No solucionan problemas	1. En absoluto desacuerdo	1. Muy Insatisfecho	1. Muy Insatisfecho	3	4	3	1. Muy Insatisfecho	1. Muy Insatisfecho	No	Si	Si	No	No	No	NA	5	1. Muy Insatisfecho	NA	NA	NA	NA	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	NA	NA	NA	Sí	No	Sí	No	No	No	5	NA	5	NA	NA	NA	5	5	5	5	SI	Cobertura sin especificar	1. Muy Insatisfecho	1. Muy Insatisfecho	Sí	PEQUEÑA	Servicios Agricolas	Curico	Hombre	REGIONES	MV	Mediana	MEDIANAS	Móvil	Stock Movil
u87gyWsDVH3T	MEDICION SEPTIEMBRE 2020	Sí	Entel,Movistar,Otros	mundo pacifico	Entel	6	Buen servicio / calidad servicio,Buena cobertura	6	6	5	5	7. Muy Satisfecho	5	3	4	No	Si	Si	Si	No	Si	NA	4	3	5	NA	3	NA	5.App Administradores Empresa	3.Página Web Entel Empresas,5.App Administradores Empresa	5.App Administradores Empresa	NA	5.App Administradores Empresa	NA	NA	No	Sí	No	No	NA	NA	NA	5	NA	NA	5	4	4	6	NO	NA	5	4	Sí	MICRO	SERVICIOS LEGALES	parral	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
DAvzy9zxWXDI	MEDICION SEPTIEMBRE 2020	Sí	Entel,Movistar	NA	Entel	6	Mala señal	7. En absoluto acuerdo	7. Muy Satisfecho	5	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	Ns/Nr	7. Muy Satisfecho	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	No	NA	NA	NA	NA	NA	NA	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	SI	Mala señal,Señal de internet, se cae, lento	7. Muy Satisfecho	7. Muy Satisfecho	Sí	MICRO	REPUESTOS Y ACCESORIOS PARA BUSES.	CONCEPCIÓN.	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
w1PYeMSlj4K7	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	7. Muy Satisfecho	Mala señal	4	4	6	5	7. Muy Satisfecho	7. Muy Satisfecho	5	7. Muy Satisfecho	No	No	No	No	No	Si	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	2.Call center,3.Página Web Entel Empresas	NA	NA	Sí	Sí	Sí	Sí	NA	NA	7. Muy Satisfecho	6	7. Muy Satisfecho	6	6	7. Muy Satisfecho	6	5	SI	Demora entrega de equipos	7. Muy Satisfecho	5	Sí	PEQUEÑA	AGENCIA DE PUBLICIDAD	LA REINA	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
BddWUZNMui2D	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	6	Buen servicio / calidad servicio	6	7. Muy Satisfecho	7. Muy Satisfecho	6	5	5	5	5	Si	Si	No	Si	No	Si	7. Muy Satisfecho	6	NA	6	NA	4	4.En tiendas/ sucursales	3.Página Web Entel Empresas	NA	4.En tiendas/ sucursales	NA	4.En tiendas/ sucursales	NA	NA	Sí	Sí	No	Sí	NA	NA	4	6	NA	6	7. Muy Satisfecho	6	7. Muy Satisfecho	7. Muy Satisfecho	SI	Demora entrega de equipos	6	6	Sí	PEQUEÑA	ALAMCENAMIENTO Y DEPOSITO	IQUIQUE	Hombre	REGIONES	MasPrem	Masivo Premium	PEQUENAS	Móvil	Stock Movil
