encriptado	P3 Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 = Muy insatisfecho y 7 = Muy satisfecho, ¿Cuán satisfecho está usted con Entel?	P4 ¿Por qué evalúa con esa nota?	SEG_CORFO	Rubro	Ciudad_comuna	sex_enc	Regionx	SEG_GOL
qobJxZqFhX3T	5	Caro	GGEE	ESTACIONES DE SERIVICIOS	RANCAGUA	Hombre	REGIONES	MP
Y9HwXoibJwWu	6	Caro	GGEE	inversiones	las condes	Mujer	SANTIAGO	MV
YXMVMauk5rw6	4	Mala cobertura	MEDIANA	AGRICOLA.	SAN FERNANDO.	Hombre	REGIONES	MP
UH07DEq98EAn	6	No ha tenido problemas	GGEE	servicio industrial	santiago , san joaquin	Hombre	SANTIAGO	AV
3HuWNWEAq2Tp	7	Buena atencion,Buenos planes	MEDIANA	INGENIERÍA Y CONSTRUCCIÓN	RENCA	Mujer	SANTIAGO	MP
RWy55npuV06R	7	Buena señal	PEQUEÑA	CONSTRUCCION	SAN JOSE DE LA MARIQUINA	Hombre	REGIONES	Mas
Tdq5Nx8baPPV	7	Buen servicio / calidad servicio,Buena señal	GGEE	HOTELES.	PUERTO VARAS.	Hombre	REGIONES	AP
oNmqT27uxzGQ	4	Problemas con equipos / calidad /reposición /cambio	MEDIANA	CONSTRUCCION DE EDIFICOS	TALCAHUANO	Hombre	REGIONES	AP
HWf9goMk6QEg	6	Buen servicio / calidad servicio	MICRO	Lubricantes de automotriz	Quillota	Mujer	REGIONES	Mas
K5MMpk53Lq6v	4	Buena cobertura,Buen servicio internet,Mala atención	MEDIANA	VENTA DE MATERIALES DE CONSTRUCCIÓN, FERRETERÍA	VALLENAR	Hombre	REGIONES	Mas
gZvVJbYh7IHh	7	Buena cobertura	PEQUEÑA	RECEPTOR JUDICIAL	SANTIAGO	Hombre	SANTIAGO	MasPrem
weBWPPz9vV65	6	No ha tenido problemas	GGEE	VENTA DE VESTUARIO Y CALZADO	SANTIAGO	Hombre	SANTIAGO	AP
E6ASjW53jzkP	6	Buen servicio / calidad servicio,Buena atencion	GGEE	METALURGICA	QUILICURA	Hombre	SANTIAGO	AV
JcmG1DIvdinb	6	Caro	MEDIANA	PANADERIA	VALAPARAISO	Mujer	REGIONES	MP
Z7oDcF4xsET9	5	No Sabe/ No responde	MEDIANA	AGRICOLA.	MELIPILLA	Hombre	SANTIAGO	AP
x7W32xXXE5bO	5	Caro	PEQUEÑA	CONSTRUCCIÓN	ARICA	Hombre	REGIONES	Mas
4twl21CNq7Ke	6	Caro	GGEE	servicio de ingenieria	santiago	Mujer	SANTIAGO	AV
rZokp97TCCGu	6	Buen servicio / calidad servicio	GGEE	alimentos	santiago	Hombre	SANTIAGO	AP
wjuWUPwpKK6Z	7	No ha tenido problemas	MICRO	COMERCIO	CON CON	Mujer	REGIONES	Mas
UpXWhYaDpEVL	6	Mala señal	MEDIANA	computacion e instrumentos musicales	viña del mar	Mujer	REGIONES	MP
3dXHA6w8XJAg	7	No ha tenido problemas	MEDIANA	metal mecanica	Talcahuano	Hombre	SANTIAGO	AP
jGeOvTBEFO3x	5	Problema facturación	GGEE	explotación de litio	antofagasta	Hombre	REGIONES	AV
r5fjUzO4oc2b	6	Lentas respuestas a solución de problemas	PEQUEÑA	TRANSPORTE DE PASAJEROS.	REGION METROPOLITANA COMUNA EL BOSQUE.	Hombre	SANTIAGO	Mas
jM73ytWJ8f55	4	Demora atención telefónica	MICRO	PUBLICIDAD .	SAN JOAQUIN.	Hombre	SANTIAGO	Mas
jizYBdSHWfXf	5	Buen servicio / calidad servicio,Mala atencion con ejecutivos	GGEE	DISTRIBUIDORA	RANCAGUA	Mujer	REGIONES	Mas
unZSDI0GBkFI	6	No Sabe/ No responde	MICRO	venta de abarrotes	nogales 5ta región	Mujer	REGIONES	Mas
gQixoLoJLzSm	6	Siempre se puede mejorar	GGEE	mayorista	comuna pudahuel	Mujer	SANTIAGO	MP
Ohu5LgN5S4LX	6	No ha tenido problemas	MEDIANA	VENTA DE RESPUESTOS INDUSTRIALES.	SANTIAGO CENTRO	Hombre	SANTIAGO	Mas
p807SkVg6VJO	3	Caro	GGEE	CAPACITACION EN IDIOMAS	PROVIDENCIA	Hombre	SANTIAGO	Mas
NON6o0TAL4rq	6	No ha tenido problemas	PEQUEÑA	consejo de administracion de edificios	TOME/CONCEPCION	Hombre	REGIONES	AP
878wu8L5UX4R	4	Mal servicio / calidad servicio,Mal servicio internet / señal	MEDIANA	AGRÍCOLA	VALLE ARAUCO MELIPILLA	Hombre	REGIONES	MV
r9As09SIujBP	7	Buena señal	MEDIANA	CONSTRUCCION	VIÑA DEL MAR	Hombre	REGIONES	AP
AvJ5W7W1ug5A	5	Problemas con equipos / calidad /reposición /cambio	MEDIANA	CONSTRUCCIÓN.	CONCEPCIÓN.	Mujer	REGIONES	AP
IW4tJFPedBNM	4	Mal servicio / calidad servicio	MICRO	TRANSPORTE	SAN FELIPE	Hombre	REGIONES	Mas
QJPsqaIv110F	7	Buena atencion,Buena cobertura,Buena señal	GGEE	licitación publicas de áreas verdes	providencia	Hombre	SANTIAGO	AV
z5PUhBIJNbA8	6	Buen servicio / calidad servicio	MICRO	COMERCIO	YERBAS BUENAS	Hombre	REGIONES	Mas
bZfXb66mGnqd	4	Mala atencion con ejecutivos	GGEE	CONSTRUCCION	PUERTO MONTT	Mujer	REGIONES	AV
dccm3DiaHBzp	6	Buen servicio / calidad servicio,Mala cobertura	MICRO	COMERCIO	HUECHURABA	Mujer	SANTIAGO	Mas
Avh63FVDAeCJ	6	Siempre se puede mejorar	MICRO	DISEÑO	SANTIAGO CENTRO	Hombre	SANTIAGO	Mas
W6WWMuOm6CS4	5	Mala cobertura,Cambios de planes arbitrarios	MICRO	telecomunicaciones y otras actividades economicas	santiago , pudahuel	Hombre	SANTIAGO	Mas
tCqG5Ux8Xm3e	6	Cobros poco claros	GGEE	HOLDING MINERO	SANTIAGO QUINTA NORMAL	Hombre	SANTIAGO	MV
jbq3KiZvH4DV	6	Mal servicio / calidad servicio	GGEE	venta y suministros de minería	las condes	Hombre	SANTIAGO	AV
mBLtC1yQrRSg	6	Buena señal,Buena conexión / conectividad,Rápida solución de problemas	PEQUEÑA	TURISMO.	SANTIAGO	Mujer	SANTIAGO	Mas
AlDBBNOusp0t	6	Mal servicio / calidad servicio	PEQUEÑA	TRANSPORTE DE PASAJEROS	CASTRO - CHILOE	Hombre	REGIONES	MasPrem
1ILso8LLT9IY	6	Buena señal	MICRO	RESPUESTOS AUTOMOTRICES	ARICA	Mujer	REGIONES	Mas
OxerXntivtXm	6	Mal servicio / calidad servicio	PEQUEÑA	VENTAS DE MATERIALES DE CONSTRUCCION	RENCA	Hombre	SANTIAGO	Mas
DTmlz6MDW8If	5	Mala señal	PEQUEÑA	agricola	los andes polpaico y parral	Hombre	REGIONES	Mas
8ezwuQUpTPo0	6	Empresa segura,No ha tenido problemas	MICRO	TRANSPORTE	CASA BLANCA	Hombre	REGIONES	Mas
NNPI8SJXG8wx	6	Buen servicio / calidad servicio,Caro	MICRO	PRODUCCION DE MIEL Y CEREZAS	CHILE CHICO	Hombre	REGIONES	Mas
N4fkz3tPnugS	2	Caro	GGEE	artículos ortopédicos	santiago	Hombre	SANTIAGO	AP
jWR21BzkzdoR	5	Buen servicio / calidad servicio	GGEE	FABRICACION DE ARTICULOS DE LIMPIEZA	CERRILLOS	Hombre	SANTIAGO	AV
nVyka0N4fuOj	6	Buena señal,Buena conexión / conectividad	GGEE	DISTRIBUCION DE PRODUCTOS DE PAPELES  E INSUMOS	PUDAHUEL	Hombre	SANTIAGO	AV
b6bw25OeRXM4	7	No ha tenido problemas,Buen servicio / calidad servicio,Buena atencion,Buenos precios / precios adecuados	PEQUEÑA	JOYERÍA	LAS CONDES SANTIAGO	Hombre	SANTIAGO	Mas
HeA2PXoyX4Yv	3	Mala cobertura	PEQUEÑA	AGRÍCOLA	HUECHURABA, SANTIAGO	Hombre	SANTIAGO	Mas
CKsew4JXvrvN	7	Buena cobertura,Buenos precios / precios adecuados,Buena comunicación	MICRO	OBRAS SANITARIAS	QUINTA NORMAL	Hombre	SANTIAGO	Mas
EXBo9HotkcFM	5	Demora atención telefónica	MICRO	PROYECTOS ELECTRICOS	SAN BERNARDO	Hombre	SANTIAGO	Mas
B8JAAtmzq7uf	5	Buen servicio / calidad servicio	MICRO	CONSTRUCCION Y SERVICIO AUTOMOTRIZ.	TALCAHUANO.	Hombre	REGIONES	Mas
O0PxvFcBJyOe	6	Demora atención telefónica	PEQUEÑA	PANADERIA	CURICO, REGION DEL MAULE	Mujer	REGIONES	Mas
g6ktQr0YKisA	5	Problemas con equipos / calidad /reposición /cambio	MEDIANA	CONSTRUCTORA	ARICA, COMUNA ARICA	Hombre	REGIONES	AP
Dpz1xicyPl4p	6	Caro,Mala señal	GGEE	SERVICIOS INFORMATICOS.	SANTIAGO.	Hombre	SANTIAGO	AP
tT74IIj3kjtG	6	Mal servicio / calidad servicio	MEDIANA	FRIGORIFICOS	MAIPU	Mujer	SANTIAGO	AP
lmRuoyRAoSRe	7	No ha tenido problemas	GGEE	INDUSTRIA.	LAMPA.	Mujer	SANTIAGO	MP
TvBNA74Uyx06	5	Mala atención	PEQUEÑA	Fabrica de alimento para animales	Linares	Hombre	REGIONES	Mas
dPtmiu0zDotA	7	Rápida solución de problemas	GGEE	ALIMENTACION	PUDAHUEL	Hombre	SANTIAGO	AV
JlZ1hxaJXllG	7	Buen servicio / calidad servicio,Rápidas respuestas	GGEE	MARITIMO	PUERTO MONTT	Mujer	SANTIAGO	AP
V3Runl4frzZE	5	Mala cobertura	MEDIANA	EXPORTACIONES	TALGANTE	Hombre	REGIONES	Mas
I3GdVVrCzgDQ	6	Cambios de planes arbitrarios	MEDIANA	EXPORTACIÓN.	CONCEPCIÓN.	Hombre	REGIONES	MP
u235BEHSJ3sF	7	Buen servicio / calidad servicio	MICRO	INMOBILIARIA	SANTIAGO	Mujer	SANTIAGO	Mas
KvLAhRpgTlRP	5	Lentas respuestas a solución de problemas	MEDIANA	CONSTRUCCION.	PUENTE ALTO	Mujer	SANTIAGO	AP
6Kw3bevBB0Jj	7	Buena cobertura,Buen servicio / calidad servicio	GGEE	VENTAS DE INSUMOS MÉDICOS	PUDAHUEL	Mujer	SANTIAGO	AV
fedVtFp6eOov	7	Buena comunicación,Facturación,Buen servicio / calidad servicio	MEDIANA	TELECOMUNICACIONES	VALPARAÍSO	Hombre	REGIONES	MV
OcDWyI7FOKXC	6	Buen servicio / calidad servicio,No ha tenido problemas	GGEE	ARRIENDO DE INMUEBLES	LO BARNECHEA	Hombre	SANTIAGO	Mas
FfXU7bJyiVJ4	4	Mal servicio internet / señal	GGEE	COMERCIALIZADORA.	LA REINA.	Mujer	SANTIAGO	MP
lUSL8XGikWG3	5	Mala cobertura	MEDIANA	AGRICOLA	LAS CABRAS	Hombre	REGIONES	MP
RsQI65y6UJaA	7	Buena atencion,Buena cobertura,Buena señal	GGEE	GRANDES TIENDAS	COYHAIQUE	Hombre	REGIONES	AP
a4gffMqVkxiT	5	Mala cobertura,Mal servicio internet / señal,Malas señal telefónica	GGEE	CONSTRUCCION	LIMACHE	Hombre	REGIONES	AP
0cs9ZEAelltV	7	Buen servicio / calidad servicio	MEDIANA	CONSTRUCCION	ARICA	Hombre	REGIONES	MP
ki1eyjExAb2n	6	No ha tenido problemas	MEDIANA	PUBLICIDAD	LAS CONDES	Hombre	SANTIAGO	AP
ttaDvktLzTrh	4	Mala atencion con ejecutivos,Caro,Buena señal	MEDIANA	ACTIVIDADES INMOBILIARIAS.	LAS CONDES	Hombre	SANTIAGO	AP
1iuhjkQXCMAJ	7	Buen servicio / calidad servicio	MEDIANA	PRODUCTORES DE EVENTOS	PROVIDENCIA	Hombre	SANTIAGO	MV
nBXmtUrr5aUG	4	Mal servicio internet / señal	PEQUEÑA	TRANSPORTE.	SANTIAGO ESTACION CENTRAL	Hombre	SANTIAGO	Mas
Ejab19okRNUJ	5	Mala cobertura	GGEE	INGENIERIA	PROVIDENCIA	Hombre	SANTIAGO	AP
D42fGQX2obCA	7	Buena comunicación,Solucionan requerimientos	GGEE	agrícola	comuna santa maría , valparaiso	Mujer	REGIONES	AP
DzMac5TBTwHR	7	Cumplen lo ofrecido	MICRO	MARCAS Y PATENTES COMERCIALES	PROVIDENCIA	Mujer	SANTIAGO	Mas
tZ0lQ4X27c7Y	7	Buenos precios / precios adecuados	MICRO	SERVICIOS INFORMATICOS	VITACURA	Hombre	SANTIAGO	Mas
CRBZ63QTSiZK	6	Mal servicio / calidad servicio	PEQUEÑA	arriendo departamentos amueblados	Santiago	Mujer	SANTIAGO	Mas
7raL16MQ9rcf	6	Problema facturación,Disponibilidad del ejecutivo	MEDIANA	Inversiones, inmobiliaria	vitacura santiago	Mujer	SANTIAGO	AV
r0RqxnTgVoIH	7	Buenos planes,Buena cobertura	GGEE	Agrícola	Santiago , Providencia	Hombre	SANTIAGO	AP
gbPp7eitzgk4	4	Mala cobertura,Mala atencion con ejecutivos	PEQUEÑA	PRODUCTOS LACTEOS	CURICÓ	Hombre	REGIONES	Mas
QJE7tVu7LVqv	7	Rápida solución de problemas,Buena cobertura,Buena señal	MEDIANA	CERTIFICACION	PROVIDENCIA	Hombre	SANTIAGO	MV
FnjeDpkKu1BG	5	Mal servicio internet / señal,Mal servicio postventa	GGEE	ADMINISTRACION DE AUTOPISTA	SANTIAGO	Hombre	SANTIAGO	Mas
xTsoze2zzPIb	5	Cobros poco claros	PEQUEÑA	ARRIENDO Y MANTENCION DE BAÑO QUIMICOS	LOS ANDES	Mujer	REGIONES	Mas
UTLwSxky5hqF	5	Mal servicio / calidad servicio	MEDIANA	ASESORIAS	LAS CONDES	Hombre	SANTIAGO	Mas
tpI45J7T558Q	4	Caro	GGEE	ALIMENTOS	URRANQUE, REGION DE LOS LAGOS	Mujer	REGIONES	MP
jsYYSe7A6PQY	6	Buen servicio / calidad servicio	GGEE	DISTRIBUICION Y VENTA DE EQUIPO DE COCINA A NIVEL INDUSTRIAL Y HOGAREÑO	RECOLETA	Hombre	SANTIAGO	AV
AvWl8GU9QI0n	6	Buen servicio / calidad servicio,Siempre se puede mejorar	MICRO	BAR	TALCAHUANO	Hombre	REGIONES	Mas
EMP7WsRSBwIw	7	Buena señal	PEQUEÑA	MAANTENCIONES.	PUENTE ALTO	Mujer	SANTIAGO	MV
vlt11c2ieNqV	6	Mala cobertura	PEQUEÑA	diseñadores	santiago	Mujer	SANTIAGO	Mas
A8QcCBuXBRDL	6	Demora atención telefónica	GGEE	exportador agrícola	linares	Hombre	REGIONES	AV
333Y27wDWitU	7	Buena atencion,Buen servicio / calidad servicio,Cobros claros	GGEE	transporte internacional	pudahuel , santiago	Hombre	SANTIAGO	AV
nZiEtOfK0Ywb	6	Mala cobertura	PEQUEÑA	CONSTRUCCION	CONCEPCION	Hombre	REGIONES	Mas
cC9bhxLzO2vQ	7	Buen servicio / calidad servicio	MEDIANA	DISTRIBUIDAORA	ÑUÑOA	Mujer	SANTIAGO	MV
45A27UQhaPpT	7	Rápida solución de problemas,Disponibilidad del ejecutivo	GGEE	transporte	santiago	Hombre	SANTIAGO	AV
WUYVv2oCOyTs	5	Siempre se puede mejorar	GGEE	CONSECIONES	LA CISTERNA	Hombre	SANTIAGO	MP
CDIJMa3gr0T7	6	Mal servicio postventa	GGEE	TERMINAL PORTUARIO	ARICA	Hombre	REGIONES	AP
Wweq3LwuBOtD	5	Mala atención	GGEE	PUBLICIDAD	LAS CONDES	Mujer	SANTIAGO	AV
vwcjsnatpmOD	6	Buena comunicación	MICRO	CAPACITACIÓN.	VIÑA DEL MAR.	Hombre	REGIONES	Mas
2sbRhoCsP68K	7	Buen servicio / calidad servicio,Buen servicio telefonico	GGEE	AGRÍCOLA	SANTIAGO, LAS CONDES	Hombre	SANTIAGO	MP
8HooyaIwwJSo	7	No ha tenido problemas	GGEE	CONTRUCTORA.	IQUIQUE ARICA	Hombre	REGIONES	AP
gv6jjeAfBE6u	7	No ha tenido problemas	MICRO	IMPRENTA	TEMUCO	Hombre	REGIONES	Mas
QrdwF54slN9D	6	Buen servicio internet,Buen servicio / calidad servicio	GGEE	NA	NA	Mujer	SANTIAGO	Mas
QrdwF54slN9D	5	Mala cobertura	MEDIANA	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	5	Mal servicio postventa	GGEE	NA	NA	Hombre	SANTIAGO	AP
QrdwF54slN9D	6	Mala señal	GGEE	NA	NA	Hombre	SANTIAGO	AP
QrdwF54slN9D	6	Buen servicio / calidad servicio,Buena señal,Cambios de planes arbitrarios	MEDIANA	NA	NA	Hombre	REGIONES	MP
QrdwF54slN9D	5	Mala atención	MICRO	NA	NA	Hombre	SANTIAGO	Mas
QrdwF54slN9D	6	Lentitud de plataforma	GGEE	NA	NA	Hombre	REGIONES	AV
QrdwF54slN9D	6	Buen servicio / calidad servicio,Empresa segura	GGEE	NA	NA	Hombre	SANTIAGO	AV
QrdwF54slN9D	5	Lentas respuestas a solución de problemas	GGEE	NA	NA	Hombre	SANTIAGO	AV
QrdwF54slN9D	6	Buen servicio / calidad servicio,Solucionan requerimientos	MICRO	NA	NA	Mujer	SANTIAGO	Mas
QrdwF54slN9D	7	No ha tenido problemas	PEQUEÑA	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	2	Caro	GGEE	NA	NA	Hombre	SANTIAGO	AP
QrdwF54slN9D	5	Buen servicio / calidad servicio	MEDIANA	NA	NA	Hombre	SANTIAGO	AP
QrdwF54slN9D	7	Buen servicio / calidad servicio	PEQUEÑA	NA	NA	Hombre	REGIONES	MP
QrdwF54slN9D	5	Mal servicio internet / señal,Mala señal	GGEE	NA	NA	Hombre	SANTIAGO	MP
QrdwF54slN9D	4	Mal servicio / calidad servicio	MICRO	NA	NA	Hombre	SANTIAGO	Mas
QrdwF54slN9D	6	Demora atención telefónica	MEDIANA	NA	NA	Hombre	REGIONES	MV
QrdwF54slN9D	4	Mal servicio / calidad servicio	PEQUEÑA	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	4	Caro	MEDIANA	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	6	Siempre se puede mejorar	MEDIANA	NA	NA	Hombre	SANTIAGO	AP
QrdwF54slN9D	7	Buena conexión / conectividad	GGEE	NA	NA	Mujer	REGIONES	MP
QrdwF54slN9D	7	No ha tenido problemas	GGEE	NA	NA	Hombre	SANTIAGO	MP
QrdwF54slN9D	5	Malas conexiones /conectividad	MICRO	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	5	Mal servicio internet / señal,Mal servicio / calidad servicio	GGEE	NA	NA	Hombre	SANTIAGO	AP
QrdwF54slN9D	7	No ha tenido problemas,Buena señal	PEQUEÑA	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	5	Mala cobertura,Mala atención	GGEE	NA	NA	Hombre	REGIONES	MP
QrdwF54slN9D	6	Siempre se puede mejorar	PEQUEÑA	NA	NA	Mujer	REGIONES	Mas
QrdwF54slN9D	4	Mal servicio / calidad servicio	MICRO	NA	NA	Hombre	SANTIAGO	Mas
QrdwF54slN9D	5	Mala cobertura,Malas conexiones /conectividad	PEQUEÑA	NA	NA	Hombre	SANTIAGO	Mas
QrdwF54slN9D	7	Buena cobertura,Buen servicio / calidad servicio	PEQUEÑA	NA	NA	Mujer	SANTIAGO	Mas
QrdwF54slN9D	5	Mala atencion con ejecutivos,Mal servicio / calidad servicio	GGEE	NA	NA	Hombre	SANTIAGO	AP
QrdwF54slN9D	6	Buen servicio / calidad servicio	MICRO	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	4	Caro	MICRO	NA	NA	Mujer	REGIONES	MasPrem
QrdwF54slN9D	7	Buena atencion	GGEE	NA	NA	Hombre	SANTIAGO	MP
QrdwF54slN9D	7	Facturación,Buena conexión / conectividad,Buena atención telefónica	MEDIANA	NA	NA	Mujer	REGIONES	AP
QrdwF54slN9D	5	Mala cobertura	MEDIANA	NA	NA	Hombre	REGIONES	AP
QrdwF54slN9D	6	Mal servicio internet / señal	PEQUEÑA	NA	NA	Hombre	REGIONES	MP
QrdwF54slN9D	6	Mala señal	MICRO	NA	NA	Mujer	REGIONES	Mas
QrdwF54slN9D	5	No Sabe/ No responde	PEQUEÑA	NA	NA	Mujer	SANTIAGO	Mas
QrdwF54slN9D	6	Mala señal	PEQUEÑA	NA	NA	Hombre	SANTIAGO	Mas
QrdwF54slN9D	6	Mala señal	MICRO	NA	NA	Mujer	SANTIAGO	Mas
QrdwF54slN9D	5	Mala señal,Mala cobertura	PEQUEÑA	NA	NA	Mujer	REGIONES	Mas
QrdwF54slN9D	6	Buen servicio / calidad servicio,Buena señal	PEQUEÑA	NA	NA	Hombre	REGIONES	MP
QrdwF54slN9D	6	Buena cobertura,Rapida atencion ejecutivo,Buenos precios / precios adecuados	PEQUEÑA	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	6	Buen servicio / calidad servicio,Buena cobertura	MICRO	NA	NA	Mujer	SANTIAGO	Mas
QrdwF54slN9D	4	Cambios de planes arbitrarios,Mal servicio internet / señal	PEQUEÑA	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	7	Buen servicio / calidad servicio	PEQUEÑA	NA	NA	Hombre	SANTIAGO	Mas
QrdwF54slN9D	7	No ha tenido problemas	PEQUEÑA	NA	NA	Mujer	REGIONES	MP
QrdwF54slN9D	6	Buen servicio / calidad servicio,No ha tenido problemas	MICRO	NA	NA	Hombre	SANTIAGO	Mas
QrdwF54slN9D	5	Buen servicio / calidad servicio,Mala atención	GGEE	NA	NA	Hombre	SANTIAGO	AP
QrdwF54slN9D	4	Mal servicio internet / señal	MICRO	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	7	Buen servicio / calidad servicio,Buena señal	MEDIANA	NA	NA	Hombre	SANTIAGO	MP
QrdwF54slN9D	7	Buen servicio internet	PEQUEÑA	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	7	Buen servicio / calidad servicio	PEQUEÑA	NA	NA	Hombre	SANTIAGO	Mas
QrdwF54slN9D	7	Buen servicio / calidad servicio,Buenos precios / precios adecuados	MICRO	NA	NA	Hombre	SANTIAGO	Mas
QrdwF54slN9D	5	Cambios de planes arbitrarios	MICRO	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	7	Rápida solución de problemas	MICRO	NA	NA	Hombre	SANTIAGO	Mas
QrdwF54slN9D	6	Buen servicio / calidad servicio,Buena señal	MICRO	NA	NA	Mujer	SANTIAGO	Mas
QrdwF54slN9D	6	Buena atencion,Buena señal,Buena cobertura	MEDIANA	NA	NA	Mujer	SANTIAGO	Mas
QrdwF54slN9D	6	Mal servicio internet / señal	MICRO	NA	NA	Mujer	SANTIAGO	AP
QrdwF54slN9D	5	Mala cobertura	MEDIANA	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	7	Buen servicio / calidad servicio,Buenos precios / precios adecuados	PEQUEÑA	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	5	Buen servicio / calidad servicio,Lentas respuestas a solución de problemas	MICRO	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	7	No ha tenido problemas	PEQUEÑA	NA	NA	Mujer	REGIONES	Mas
QrdwF54slN9D	6	Buen servicio / calidad servicio,Caro	PEQUEÑA	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	6	Rápida solución de problemas	PEQUEÑA	NA	NA	Mujer	SANTIAGO	Mas
QrdwF54slN9D	7	Buen servicio / calidad servicio	GGEE	NA	NA	Hombre	REGIONES	AP
QrdwF54slN9D	5	Siempre se puede mejorar	PEQUEÑA	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	6	No solucionan problemas	PEQUEÑA	NA	NA	Hombre	SANTIAGO	MP
QrdwF54slN9D	5	Mala señal	MEDIANA	NA	NA	Mujer	REGIONES	Mas
QrdwF54slN9D	5	Mala señal,Mal servicio internet / señal	MEDIANA	NA	NA	Mujer	SANTIAGO	Mas
QrdwF54slN9D	5	Mala cobertura	MEDIANA	NA	NA	Mujer	SANTIAGO	MasPrem
QrdwF54slN9D	6	Buen servicio / calidad servicio,Buena cobertura,Solucionan requerimientos	MEDIANA	NA	NA	Hombre	SANTIAGO	Mas
QrdwF54slN9D	6	Buena cobertura,Buen servicio internet,Caro	MICRO	NA	NA	Hombre	SANTIAGO	Mas
QrdwF54slN9D	5	Caro	MEDIANA	NA	NA	Mujer	REGIONES	MV
QrdwF54slN9D	6	Buena cobertura	MEDIANA	NA	NA	Hombre	REGIONES	AP
QrdwF54slN9D	6	Mala señal	PEQUEÑA	NA	NA	Mujer	REGIONES	Mas
QrdwF54slN9D	6	Cobros poco claros,Mala señal	MEDIANA	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	5	Mal servicio internet / señal,Mala cobertura	MICRO	NA	NA	Mujer	REGIONES	Mas
QrdwF54slN9D	6	No Sabe/ No responde	MEDIANA	NA	NA	Mujer	REGIONES	MP
QrdwF54slN9D	6	Buen servicio / calidad servicio,Buen servicio internet	MICRO	NA	NA	Hombre	SANTIAGO	Mas
QrdwF54slN9D	6	Siempre se puede mejorar	MEDIANA	NA	NA	Hombre	REGIONES	MP
QrdwF54slN9D	6	Mala cobertura,Caro	MICRO	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	6	Buena cobertura	PEQUEÑA	NA	NA	Hombre	SANTIAGO	Mas
QrdwF54slN9D	4	No solucionan problemas	GGEE	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	6	Buen servicio / calidad servicio	MEDIANA	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	5	Caro	MICRO	NA	NA	Hombre	SANTIAGO	Mas
QrdwF54slN9D	7	Buena señal,Buen servicio / calidad servicio	PEQUEÑA	NA	NA	Hombre	SANTIAGO	AP
QrdwF54slN9D	5	Mal servicio / calidad servicio	PEQUEÑA	NA	NA	Hombre	SANTIAGO	Mas
QrdwF54slN9D	7	Buen servicio / calidad servicio,Buena atencion	MEDIANA	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	6	Buen servicio / calidad servicio	PEQUEÑA	NA	NA	Mujer	SANTIAGO	Mas
QrdwF54slN9D	5	Caro	MICRO	NA	NA	Hombre	SANTIAGO	Mas
QrdwF54slN9D	6	Buen servicio / calidad servicio	PEQUEÑA	NA	NA	Hombre	SANTIAGO	Mas
QrdwF54slN9D	7	Buen servicio / calidad servicio	MICRO	NA	NA	Mujer	REGIONES	Mas
QrdwF54slN9D	6	Siempre se puede mejorar	PEQUEÑA	NA	NA	Hombre	SANTIAGO	Mas
QrdwF54slN9D	5	Caro	MICRO	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	4	No solucionan problemas	PEQUEÑA	NA	NA	Mujer	REGIONES	Mas
QrdwF54slN9D	7	Buen servicio / calidad servicio,Solucionan requerimientos,Disponibilidad del ejecutivo	MEDIANA	NA	NA	Mujer	REGIONES	MP
QrdwF54slN9D	5	Mala señal,Buena atencion,Mal servicio internet / señal	GGEE	NA	NA	Mujer	REGIONES	MP
QrdwF54slN9D	4	Mala atención,Mal servicio internet / señal	PEQUEÑA	NA	NA	Hombre	SANTIAGO	MP
QrdwF54slN9D	5	Mal servicio internet / señal	PEQUEÑA	NA	NA	Mujer	REGIONES	Mas
QrdwF54slN9D	6	Mal servicio / calidad servicio	PEQUEÑA	NA	NA	Hombre	REGIONES	Mas
QrdwF54slN9D	7	No ha tenido problemas	PEQUEÑA	NA	NA	Hombre	SANTIAGO	Mas
